Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.291,0.612,1.268,0.631
2,1.239,0.662,1.258,0.639
3,1.229,0.672,1.263,0.634
4,1.219,0.682,1.253,0.646
5,1.212,0.69,1.253,0.647
6,1.206,0.696,1.243,0.659
7,1.2,0.703,1.241,0.655
8,1.195,0.708,1.241,0.658
9,1.191,0.714,1.241,0.663
10,1.187,0.718,1.239,0.662
11,1.182,0.723,1.233,0.668
12,1.179,0.725,1.235,0.664
13,1.177,0.728,1.237,0.665
14,1.173,0.732,1.227,0.676
15,1.17,0.736,1.231,0.671
16,1.168,0.736,1.226,0.676
17,1.165,0.741,1.227,0.674
18,1.161,0.746,1.228,0.672
19,1.159,0.747,1.223,0.677
20,1.157,0.748,1.225,0.676
