Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.377,0.521,1.26,0.647
2,1.235,0.668,1.226,0.678
3,1.216,0.687,1.224,0.678
4,1.211,0.694,1.228,0.674
5,1.204,0.698,1.214,0.687
6,1.198,0.703,1.198,0.699
7,1.193,0.71,1.201,0.703
8,1.187,0.716,1.194,0.71
9,1.179,0.724,1.208,0.69
10,1.176,0.729,1.198,0.704
11,1.176,0.725,1.197,0.701
12,1.172,0.73,1.191,0.711
13,1.17,0.734,1.186,0.717
14,1.166,0.737,1.195,0.707
15,1.165,0.74,1.186,0.714
16,1.164,0.739,1.193,0.707
17,1.162,0.742,1.19,0.708
18,1.161,0.742,1.186,0.712
19,1.159,0.744,1.181,0.723
20,1.158,0.746,1.182,0.715
