Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.292,0.612,1.273,0.637
2,1.239,0.663,1.257,0.639
3,1.228,0.674,1.253,0.642
4,1.219,0.682,1.249,0.65
5,1.213,0.689,1.249,0.65
6,1.208,0.696,1.248,0.654
7,1.203,0.7,1.243,0.657
8,1.198,0.705,1.24,0.66
9,1.194,0.71,1.24,0.662
10,1.19,0.714,1.244,0.659
11,1.186,0.719,1.238,0.662
12,1.182,0.722,1.241,0.658
13,1.179,0.727,1.233,0.666
14,1.176,0.729,1.228,0.674
15,1.174,0.732,1.232,0.67
16,1.17,0.736,1.232,0.67
17,1.167,0.738,1.233,0.667
18,1.164,0.741,1.231,0.671
19,1.163,0.743,1.231,0.668
20,1.16,0.746,1.231,0.67
