1,0.00610506,0.314411,A3,69,80,1,-1
5,0.643473,0.932853,G#3,65,80,1,-2
9,1.26314,1.55557,F#3,67,80,1,-3
10,1.8828,2.17218,C#3,65,80,1,-5
15,2.50307,2.81504,D3,69,80,1,-4
20,3.14411,3.43348,E3,65,80,1,-3
24,3.76377,4.0562,A2,67,80,1,-5
27,4.07513,4.36451,A3,64,80,1,-1
30,4.38343,4.67281,G#3,65,80,1,-2
33,4.69174,4.98234,F#3,64,80,1,-3
36,5.00371,5.31567,E4,69,80,1,-1
37,5.00371,5.31567,E3,69,80,1,0
40,5.3346,5.47685,Eb4,64,80,1,-2
41,5.48662,5.63497,E4,64,80,1,-3
42,5.64474,5.93412,F#4,65,80,1,-3
43,5.64474,5.93412,Eb4,65,80,1,-2
46,5.95304,6.09468,E4,64,80,1,-1
48,6.10445,6.25463,Eb4,64,80,1,-2
50,6.2644,7.0312,E4,67,80,1,-3
51,6.2644,6.55683,C#4,67,80,1,-1
56,6.88406,7.17344,G#3,65,80,1,-5
57,7.04096,7.1826,F#4,64,80,1,-1
58,7.19237,7.33401,Eb4,64,80,1,-2
59,7.34377,7.49213,E4,64,80,1,-1
61,7.50434,7.81631,A3,69,80,1,-5
62,7.68322,7.82546,B3,64,80,1,-5
63,7.83523,7.97748,G#4,64,80,1,-1
64,7.98725,8.1356,B3,64,80,1,-4
67,8.14537,8.30288,B3,65,-1,1,-4
68,8.30288,8.43475,B3,64,80,1,-5
71,8.76503,8.91583,G#4,67,80,1,-2
72,8.76503,9.05746,E4,67,80,1,-1
79,9.3847,9.53183,G#4,65,80,1,-2
81,9.5416,9.68323,F#4,64,80,1,-3
83,9.693,9.83464,E4,64,80,1,-1
85,9.84441,9.99276,D4,64,80,1,-2
87,10.005,10.1741,C#4,69,80,1,-5
88,10.005,10.3169,A3,69,80,1,-2
91,10.3359,10.4781,G#3,64,80,1,-4
93,10.4879,10.6362,A3,64,80,1,-3
95,10.646,10.9354,B3,65,80,1,-1
98,10.9543,11.0959,A3,64,80,1,-2
100,11.1057,11.2559,G#3,64,80,1,-3
102,11.2657,12.0325,A3,67,80,1,-2
108,12.0422,12.1839,B3,64,80,1,-1
110,12.1936,12.3353,G#3,64,80,1,-3
112,12.345,12.4934,A3,64,80,1,-3
115,12.5056,12.6747,B3,69,80,1,-1
116,12.6845,12.8267,E3,64,80,1,-5
119,12.8365,12.9787,C#4,64,80,1,-1
120,12.9885,13.1369,E3,64,80,1,-5
122,13.1466,13.2944,D4,65,80,1,-1
