Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.315,0.589,1.274,0.626
2,1.238,0.668,1.248,0.651
3,1.22,0.685,1.241,0.663
4,1.207,0.696,1.234,0.668
5,1.2,0.704,1.233,0.669
6,1.193,0.712,1.233,0.666
7,1.188,0.717,1.234,0.665
8,1.184,0.72,1.234,0.662
9,1.18,0.725,1.232,0.668
10,1.176,0.73,1.227,0.673
11,1.174,0.732,1.227,0.672
12,1.171,0.734,1.229,0.671
13,1.166,0.74,1.227,0.672
14,1.164,0.741,1.226,0.674
15,1.162,0.743,1.223,0.677
16,1.159,0.747,1.227,0.672
17,1.156,0.749,1.227,0.671
18,1.154,0.751,1.229,0.67
19,1.152,0.755,1.229,0.67
20,1.149,0.757,1.23,0.668
