Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.406,0.494,1.275,0.634
2,1.249,0.657,1.243,0.668
3,1.23,0.676,1.232,0.674
4,1.221,0.683,1.227,0.681
5,1.217,0.686,1.227,0.677
6,1.215,0.688,1.22,0.682
7,1.212,0.69,1.231,0.668
8,1.211,0.693,1.22,0.682
9,1.21,0.695,1.22,0.684
10,1.208,0.694,1.216,0.684
11,1.207,0.694,1.215,0.688
12,1.206,0.696,1.215,0.689
13,1.204,0.701,1.213,0.694
14,1.205,0.697,1.218,0.685
15,1.203,0.7,1.213,0.69
16,1.202,0.7,1.215,0.689
17,1.201,0.701,1.21,0.693
18,1.2,0.703,1.215,0.688
19,1.202,0.7,1.213,0.689
20,1.199,0.704,1.217,0.685
