Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.583,0.269,1.587,0.286
2,1.412,0.485,1.342,0.565
3,1.308,0.594,1.311,0.597
4,1.291,0.611,1.314,0.582
5,1.284,0.616,1.301,0.598
6,1.28,0.621,1.292,0.604
7,1.277,0.621,1.297,0.595
8,1.273,0.626,1.286,0.613
9,1.273,0.624,1.284,0.616
10,1.273,0.625,1.284,0.612
11,1.27,0.628,1.291,0.603
12,1.267,0.631,1.289,0.607
13,1.266,0.631,1.287,0.61
14,1.266,0.631,1.286,0.612
15,1.265,0.634,1.289,0.609
16,1.265,0.634,1.288,0.61
17,1.263,0.638,1.288,0.606
18,1.262,0.638,1.282,0.617
19,1.261,0.638,1.291,0.605
20,1.26,0.639,1.284,0.612
