Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.212,0.689,1.179,0.721
2,1.163,0.739,1.185,0.715
3,1.144,0.757,1.165,0.73
4,1.133,0.77,1.168,0.731
5,1.127,0.776,1.168,0.731
6,1.122,0.781,1.162,0.737
7,1.119,0.784,1.172,0.729
8,1.114,0.789,1.15,0.753
9,1.111,0.794,1.16,0.744
10,1.107,0.797,1.156,0.743
11,1.104,0.8,1.148,0.752
12,1.104,0.8,1.154,0.747
13,1.098,0.806,1.16,0.739
14,1.099,0.805,1.152,0.748
15,1.094,0.811,1.154,0.749
16,1.092,0.812,1.165,0.735
17,1.092,0.811,1.143,0.761
18,1.088,0.816,1.145,0.76
19,1.085,0.819,1.142,0.759
20,1.083,0.822,1.152,0.75
