0,0.0,0.25,G5,0,0,0,5
1,0.25,0.5,E5,0,0,0,3
2,0.5,0.75,F5,0,0,0,4
3,0.75,1.0,D5,0,0,0,2
4,1.0,1.25,E5,0,0,0,3
5,1.25,1.5,C5,0,0,0,1
6,1.5,1.75,C6,0,0,0,5
7,1.75,2.0,A5,0,0,0,3
8,2.0,2.25,B5,0,0,0,4
9,2.25,2.5,G5,0,0,0,2
10,2.5,2.75,A5,0,0,0,3
11,2.75,3.0,F5,0,0,0,1
12,3.0,3.25,G5,0,0,0,5
13,3.25,3.5,E5,0,0,0,3
14,3.5,3.75,F5,0,0,0,4
15,3.75,4.0,D5,0,0,0,2
16,4.0,4.25,E5,0,0,0,3
17,4.25,4.5,C5,0,0,0,1
18,4.5,4.75,F5,0,0,0,5
19,4.75,5.0,D5,0,0,0,3
20,5.0,5.25,E5,0,0,0,4
21,5.25,5.5,C5,0,0,0,2
22,5.5,5.75,D5,0,0,0,3
23,5.75,6.0,B4,0,0,0,1
24,6.0,6.25,G5,0,0,0,5
25,6.25,6.5,E5,0,0,0,3
26,6.5,6.75,F5,0,0,0,4
27,6.75,7.0,D5,0,0,0,2
28,7.0,7.25,E5,0,0,0,3
29,7.25,7.5,C5,0,0,0,1
30,7.5,7.75,C6,0,0,0,5
31,7.75,8.0,A5,0,0,0,3
32,8.0,8.25,B5,0,0,0,4
33,8.25,8.5,G5,0,0,0,2
34,8.5,8.75,A5,0,0,0,3
35,8.75,9.0,F5,0,0,0,1
36,9.0,9.25,G5,0,0,0,5
37,9.25,9.5,E5,0,0,0,3
38,9.5,9.75,F5,0,0,0,4
39,9.75,10.0,D5,0,0,0,2
40,10.0,10.25,E5,0,0,0,3
41,10.25,10.5,C5,0,0,0,1
42,10.5,10.75,F5,0,0,0,5
43,10.75,11.0,D5,0,0,0,3
44,11.0,11.25,E5,0,0,0,4
45,11.25,11.5,C5,0,0,0,2
46,11.5,11.75,D5,0,0,0,3
47,11.75,12.0,B4,0,0,0,1
48,12.0,12.25,G5,0,0,0,5
49,12.25,12.5,E5,0,0,0,3
50,12.5,12.75,F5,0,0,0,4
51,12.75,13.0,D5,0,0,0,2
52,13.0,13.25,E5,0,0,0,3
53,13.25,13.5,C5,0,0,0,1
54,13.5,13.75,A5,0,0,0,5
55,13.75,14.0,F#5,0,0,0,3
56,14.0,14.25,G5,0,0,0,4
57,14.25,14.5,E5,0,0,0,2
58,14.5,14.75,F#5,0,0,0,3
59,14.75,15.0,D5,0,0,0,1
60,15.0,15.25,D6,0,0,0,5
61,15.25,15.5,B5,0,0,0,3
62,15.5,15.75,C6,0,0,0,4
63,15.75,16.0,A5,0,0,0,2
64,16.0,16.25,B5,0,0,0,3
65,16.25,16.5,G5,0,0,0,1
66,16.5,16.75,G6,0,0,0,5
67,16.75,17.0,E6,0,0,0,3
68,17.0,17.25,F#6,0,0,0,4
69,17.25,17.5,D6,0,0,0,2
70,17.5,17.75,E6,0,0,0,3
71,17.75,18.0,C6,0,0,0,1
72,18.0,18.25,D7,0,0,0,5
73,18.25,18.5,B6,0,0,0,3
74,18.5,18.75,C7,0,0,0,4
75,18.75,19.0,A6,0,0,0,2
76,19.0,19.25,B6,0,0,0,3
77,19.25,19.5,G6,0,0,0,1
78,19.5,19.75,A6,0,0,0,5
79,19.75,20.0,F#6,0,0,0,3
80,20.0,20.25,G6,0,0,0,4
81,20.25,20.5,E6,0,0,0,2
82,20.5,20.75,F#6,0,0,0,3
83,20.75,21.0,D6,0,0,0,1
84,21.0,21.25,G6,0,0,0,5
85,21.25,21.5,D6,0,0,0,2
86,21.5,21.75,B5,0,0,0,1
87,21.75,22.0,G5,0,0,0,4
88,22.0,22.25,D5,0,0,0,2
89,22.25,22.5,B4,0,0,0,1
90,24.0,24.25,G4,0,0,0,1
91,24.25,24.5,B4,0,0,0,3
92,24.5,24.75,A4,0,0,0,2
93,24.75,25.0,C5,0,0,0,4
94,25.0,25.25,B4,0,0,0,3
95,25.25,25.5,D5,0,0,0,5
96,25.5,25.75,B4,0,0,0,1
97,25.75,26.0,D5,0,0,0,3
98,26.0,26.25,C5,0,0,0,2
99,26.25,26.5,Eb5,0,0,0,4
100,26.5,26.75,D5,0,0,0,3
101,26.75,27.0,F5,0,0,0,5
102,27.0,27.25,C5,0,0,0,1
103,27.25,27.5,Eb5,0,0,0,3
104,27.5,27.75,D5,0,0,0,2
105,27.75,28.0,F5,0,0,0,4
106,28.0,28.25,Eb5,0,0,0,3
107,28.25,28.5,G5,0,0,0,5
108,28.5,28.75,F5,0,0,0,1
109,28.75,29.0,A5,0,0,0,3
110,29.0,29.25,G5,0,0,0,2
111,29.25,29.5,Bb5,0,0,0,4
112,29.5,29.75,A5,0,0,0,3
113,29.75,30.0,C6,0,0,0,5
114,30.0,30.25,F5,0,0,0,1
115,30.25,30.5,Bb5,0,0,0,3
116,30.5,30.75,A5,0,0,0,2
117,30.75,31.0,C6,0,0,0,4
118,31.0,31.25,Bb5,0,0,0,3
119,31.25,31.5,D6,0,0,0,5
120,31.5,31.75,Bb5,0,0,0,1
121,31.75,32.0,D6,0,0,0,3
122,32.0,32.25,C6,0,0,0,2
123,32.25,32.5,Eb6,0,0,0,4
124,32.5,32.75,D6,0,0,0,3
125,32.75,33.0,F6,0,0,0,5
126,33.0,33.25,Bb5,0,0,0,1
127,33.25,33.5,Eb6,0,0,0,3
128,33.5,33.75,D6,0,0,0,2
129,33.75,34.0,F6,0,0,0,4
130,34.0,34.25,Eb6,0,0,0,3
131,34.25,34.5,G6,0,0,0,5
132,34.5,34.75,D6,0,0,0,1
133,34.75,35.0,F6,0,0,0,3
134,35.0,35.25,E6,0,0,0,2
135,35.25,35.5,G6,0,0,0,4
136,35.5,35.75,F6,0,0,0,3
137,35.75,36.0,Ab6,0,0,0,5
138,36.0,36.25,Eb6,0,0,0,1
139,36.25,36.5,G6,0,0,0,3
140,36.5,36.75,F6,0,0,0,2
141,36.75,37.0,Ab6,0,0,0,4
142,37.0,37.25,G6,0,0,0,3
143,37.25,37.5,Bb6,0,0,0,5
144,37.5,37.75,G6,0,0,0,1
145,37.75,38.0,B6,0,0,0,3
146,38.0,38.25,A6,0,0,0,2
147,38.25,38.5,C7,0,0,0,4
148,38.5,38.75,B6,0,0,0,3
