0,0.0,1.0,E4,0,0,0,1
1,0.0,1.0,G#4,0,0,0,3
2,0.0,1.0,C#5,0,0,0,5
3,1.5,2.0,C#4,0,0,0,1
4,1.5,2.0,G#4,0,0,0,3
5,1.5,2.0,B4,0,0,0,5
6,2.0,3.0,C#4,0,0,0,1
7,2.0,3.0,F#4,0,0,0,2
8,2.0,3.0,A4,0,0,0,4
9,3.5,4.0,C#4,0,0,0,1
10,3.5,4.0,E4,0,0,0,2
11,3.5,4.0,G#4,0,0,0,4
12,4.0,5.0,C#4,0,0,0,1
13,4.0,5.0,E4,0,0,0,2
14,4.0,5.0,F##4,0,0,0,3
15,5.0,6.0,B#3,0,0,0,1
16,5.0,6.0,D#4,0,0,0,2
17,5.0,6.0,G#4,0,0,0,4
18,8.0,9.0,E4,0,0,0,1
19,8.0,9.0,G#4,0,0,0,3
20,8.0,9.0,C#5,0,0,0,5
21,9.5,10.0,C#4,0,0,0,1
22,9.5,10.0,G#4,0,0,0,3
23,9.5,10.0,B4,0,0,0,5
24,10.0,11.0,C#4,0,0,0,1
25,10.0,11.0,F#4,0,0,0,2
26,10.0,11.0,A4,0,0,0,4
27,11.5,12.0,C#4,0,0,0,1
28,11.5,12.0,E4,0,0,0,2
29,11.5,12.0,G#4,0,0,0,4
30,12.0,13.0,C#4,0,0,0,1
31,12.0,13.0,E4,0,0,0,2
32,12.0,13.0,F##4,0,0,0,3
33,13.0,14.0,B#3,0,0,0,1
34,13.0,14.0,D#4,0,0,0,2
35,13.0,14.0,G#4,0,0,0,4
36,16.0,18.0,G#5,0,0,0,3
37,18.0,20.0,F#5,0,0,0,2
38,20.0,22.0,G#5,0,0,0,3
39,22.0,24.0,C#5,0,0,0,1
40,24.0,26.0,C#6,0,0,0,4
41,26.0,26.75,C#6,0,0,0,4
42,26.75,27.0,B5,0,0,0,3
43,27.0,27.33,C#6,0,0,0,4
44,27.33,27.66,B5,0,0,0,3
45,27.66,27.99,A5,0,0,0,2
46,27.99,29.99,A5,0,0,0,3
47,31.99,33.99,G#5,0,0,0,4
48,33.99,35.99,D#5,0,0,0,2
49,35.99,37.99,E5,0,0,0,3
50,37.99,38.99,F#5,0,0,0,4
51,38.99,39.99,C#5,0,0,0,1
52,39.99,41.99,D#5,0,0,0,2
53,42.99,43.99,G#4,0,0,0,1
54,43.99,45.99,G#5,0,0,0,5
55,45.99,47.99,F#5,0,0,0,2
56,47.99,49.99,G#5,0,0,0,3
57,49.99,50.99,C#5,0,0,0,1
58,50.99,51.99,C#6,0,0,0,1
59,51.99,52.32,C#7,0,0,0,4
60,52.32,52.65,D7,0,0,0,5
61,52.65,52.98,B6,0,0,0,3
62,52.98,53.31,A6,0,0,0,1
63,53.31,53.64,G#6,0,0,0,4
64,53.64,53.97,F#6,0,0,0,3
65,53.97,54.17,E#6,0,0,0,2
66,54.17,54.37,D6,0,0,0,1
67,54.37,54.57,C#6,0,0,0,3
68,54.57,54.77,B5,0,0,0,2
69,54.77,54.97,A5,0,0,0,1
70,54.97,55.14,G#5,0,0,0,4
71,55.14,55.31,F#5,0,0,0,3
72,55.31,55.48,E#5,0,0,0,2
73,55.48,55.65,D5,0,0,0,1
74,55.65,55.82,C#5,0,0,0,3
75,55.82,55.99,B4,0,0,0,2
76,55.99,57.99,A4,0,0,0,1
77,57.99,58.99,A4,0,0,0,1
78,59.99,61.99,D4,0,0,0,1
79,61.99,63.49,D5,0,0,0,5
80,63.49,63.99,C#5,0,0,0,3
81,63.99,64.99,B#4,0,0,0,2
82,64.99,65.49,B#4,0,0,0,2
83,65.49,65.61,B4,0,0,0,1
84,65.61,65.73,C5,0,0,0,2
85,65.73,65.86,C#5,0,0,0,3
86,65.86,65.98,D#5,0,0,0,4
87,65.98,66.98,E5,0,0,0,5
88,66.98,67.48,D#5,0,0,0,4
89,67.48,67.98,C#5,0,0,0,3
90,67.98,68.48,G#4,0,0,0,1
91,68.98,70.98,A4,0,0,0,3
92,70.98,71.98,G#4,0,0,0,2
93,71.98,73.98,C#4,0,0,0,1
94,75.98,76.98,E4,0,0,0,1
95,76.98,77.23,F#4,0,0,0,2
96,77.23,77.48,G#4,0,0,0,3
97,77.48,77.73,A4,0,0,0,1
98,77.73,77.98,B4,0,0,0,2
99,77.98,78.31,C#5,0,0,0,3
100,78.31,78.64,D5,0,0,0,4
101,78.64,78.97,C#5,0,0,0,3
102,78.97,79.97,B4,0,0,0,2
103,79.97,80.47,E5,0,0,0,5
104,80.47,80.72,D5,0,0,0,4
105,80.72,80.97,C#5,0,0,0,3
106,80.97,81.47,B4,0,0,0,2
107,81.47,81.97,A4,0,0,0,1
108,81.97,82.3,C#5,0,0,0,3
109,82.3,82.63,D5,0,0,0,4
110,82.63,82.96,C#5,0,0,0,3
111,82.96,83.96,B4,0,0,0,2
112,83.96,84.96,D5,0,0,0,2
113,83.96,84.96,E5,0,0,0,3
114,84.96,85.71,D5,0,0,0,2
115,84.96,85.71,E5,0,0,0,3
116,85.71,85.96,D5,0,0,0,2
117,85.71,85.96,E5,0,0,0,3
118,85.96,86.96,C#5,0,0,0,1
119,85.96,86.96,E5,0,0,0,2
120,86.96,87.96,E5,0,0,0,2
121,86.96,87.96,C#6,0,0,0,5
122,87.96,87.96,E5,0,0,0,2
123,87.96,87.96,C#6,0,0,0,5
124,87.96,88.71,D5,0,0,0,1
125,87.96,88.71,B5,0,0,0,4
126,88.71,88.96,C#5,0,0,0,1
127,88.71,88.96,A5,0,0,0,3
128,88.96,89.71,D5,0,0,0,1
129,88.96,89.71,B5,0,0,0,4
130,89.71,89.96,E5,0,0,0,2
131,89.71,89.96,C#6,0,0,0,5
132,89.96,91.96,C#5,0,0,0,1
133,89.96,91.96,A5,0,0,0,4
134,91.96,92.46,C#4,0,0,0,2
135,92.46,92.71,D#4,0,0,0,3
136,92.71,92.96,E#4,0,0,0,1
137,92.96,93.46,F#4,0,0,0,2
138,93.46,93.96,G#4,0,0,0,3
139,93.96,94.29,A4,0,0,0,4
140,94.29,94.62,B4,0,0,0,5
141,94.62,94.95,A4,0,0,0,4
142,94.95,95.95,G#4,0,0,0,3
143,95.95,96.45,C#5,0,0,0,5
144,96.45,96.7,B4,0,0,0,4
145,96.7,96.95,A4,0,0,0,3
146,96.95,97.45,G#4,0,0,0,2
147,97.45,97.95,C#4,0,0,0,1
148,97.95,98.28,A4,0,0,0,4
149,98.28,98.61,B4,0,0,0,5
150,98.61,98.94,A4,0,0,0,4
151,98.94,99.94,F#4,0,0,0,2
152,99.94,100.94,F#4,0,0,0,2
153,99.94,100.94,G#4,0,0,0,3
154,100.94,101.69,F#4,0,0,0,2
155,100.94,101.69,G#4,0,0,0,3
156,101.69,101.94,F#4,0,0,0,2
157,101.69,101.94,G#4,0,0,0,3
158,101.94,102.94,E4,0,0,0,1
159,101.94,102.94,G#4,0,0,0,2
160,102.94,103.94,G#4,0,0,0,2
161,102.94,103.94,E5,0,0,0,5
162,103.94,103.94,G#4,0,0,0,2
163,103.94,103.94,E5,0,0,0,5
164,103.94,104.69,F#4,0,0,0,1
165,103.94,104.69,D#5,0,0,0,4
166,104.69,104.94,E4,0,0,0,1
167,104.69,104.94,C#5,0,0,0,3
168,104.94,105.69,F#4,0,0,0,1
169,104.94,105.69,D#5,0,0,0,4
170,105.69,105.94,G#4,0,0,0,2
171,105.69,105.94,E5,0,0,0,5
172,105.94,107.94,E4,0,0,0,1
173,105.94,107.94,C#5,0,0,0,4
174,107.94,108.94,C#5,0,0,0,2
175,108.94,109.44,B#4,0,0,0,1
176,109.44,109.94,C#5,0,0,0,2
177,109.94,111.44,E5,0,0,0,4
178,111.44,111.94,D#5,0,0,0,3
179,111.94,112.69,D#4,0,0,0,1
180,112.69,112.94,C#5,0,0,0,4
181,112.94,113.44,C#5,0,0,0,3
182,113.44,113.94,C#5,0,0,0,2
183,113.94,114.44,B#4,0,0,0,1
184,114.44,115.94,D#5,0,0,0,3
185,115.94,116.27,G#4,0,0,0,3
186,116.27,116.6,A#4,0,0,0,4
187,116.6,116.93,G#4,0,0,0,3
188,116.93,117.43,F##4,0,0,0,2
189,117.43,117.93,E#4,0,0,0,1
190,117.93,119.43,E#4,0,0,0,3
191,119.43,119.93,D#4,0,0,0,2
192,119.93,120.68,D#4,0,0,0,1
193,120.68,120.93,C#5,0,0,0,5
194,120.93,121.68,E#4,0,0,0,1
195,121.68,121.93,F##4,0,0,0,2
