Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.237,0.672,1.194,0.708
2,1.171,0.733,1.182,0.716
3,1.156,0.748,1.17,0.731
4,1.144,0.76,1.158,0.744
5,1.136,0.768,1.162,0.736
6,1.125,0.78,1.156,0.748
7,1.118,0.786,1.161,0.741
8,1.114,0.793,1.156,0.744
9,1.109,0.796,1.153,0.748
10,1.105,0.8,1.156,0.747
11,1.101,0.805,1.151,0.752
12,1.098,0.808,1.155,0.746
13,1.095,0.811,1.156,0.746
14,1.093,0.813,1.148,0.754
15,1.09,0.816,1.152,0.749
16,1.088,0.818,1.16,0.742
17,1.087,0.818,1.148,0.756
18,1.084,0.822,1.156,0.746
19,1.082,0.825,1.159,0.742
20,1.08,0.827,1.167,0.735
