Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.502,0.383,1.474,0.407
2,1.446,0.444,1.446,0.447
3,1.414,0.481,1.419,0.466
4,1.394,0.502,1.415,0.473
5,1.377,0.521,1.411,0.478
6,1.361,0.539,1.39,0.5
7,1.345,0.555,1.374,0.521
8,1.332,0.568,1.374,0.52
9,1.321,0.581,1.366,0.526
10,1.311,0.59,1.359,0.536
11,1.303,0.6,1.357,0.54
12,1.295,0.608,1.355,0.54
13,1.287,0.616,1.351,0.544
14,1.28,0.624,1.344,0.551
15,1.276,0.628,1.345,0.553
16,1.272,0.633,1.343,0.554
17,1.265,0.641,1.343,0.558
18,1.26,0.645,1.344,0.552
19,1.257,0.649,1.341,0.555
20,1.251,0.655,1.343,0.555
