Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.548,0.319,1.532,0.335
2,1.516,0.359,1.528,0.345
3,1.508,0.37,1.524,0.346
4,1.502,0.378,1.522,0.349
5,1.496,0.387,1.52,0.358
6,1.492,0.394,1.518,0.355
7,1.487,0.396,1.514,0.359
8,1.482,0.404,1.508,0.371
9,1.477,0.409,1.504,0.378
10,1.47,0.419,1.499,0.38
11,1.465,0.425,1.495,0.387
12,1.457,0.433,1.485,0.402
13,1.45,0.445,1.479,0.409
14,1.444,0.451,1.485,0.404
15,1.437,0.462,1.473,0.417
16,1.43,0.469,1.469,0.421
17,1.422,0.477,1.463,0.431
18,1.415,0.487,1.459,0.433
19,1.407,0.495,1.457,0.438
20,1.401,0.503,1.453,0.441
