Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.309,0.595,1.261,0.642
2,1.229,0.677,1.238,0.661
3,1.217,0.687,1.239,0.661
4,1.207,0.696,1.229,0.674
5,1.2,0.703,1.224,0.676
6,1.194,0.71,1.227,0.673
7,1.188,0.716,1.226,0.671
8,1.184,0.721,1.229,0.669
9,1.179,0.725,1.234,0.665
10,1.175,0.728,1.229,0.672
11,1.172,0.733,1.225,0.676
12,1.167,0.738,1.231,0.668
13,1.164,0.742,1.222,0.678
14,1.159,0.746,1.22,0.681
15,1.157,0.748,1.223,0.677
16,1.155,0.751,1.228,0.671
17,1.152,0.753,1.225,0.674
18,1.15,0.755,1.225,0.672
19,1.147,0.759,1.224,0.675
20,1.144,0.763,1.222,0.678
