Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.239,0.669,1.192,0.718
2,1.178,0.727,1.179,0.721
3,1.166,0.737,1.177,0.73
4,1.156,0.747,1.169,0.738
5,1.143,0.761,1.165,0.738
6,1.135,0.77,1.168,0.729
7,1.131,0.774,1.159,0.743
8,1.127,0.779,1.164,0.738
9,1.122,0.784,1.161,0.737
10,1.12,0.786,1.161,0.738
11,1.117,0.789,1.157,0.742
12,1.115,0.792,1.16,0.741
13,1.112,0.793,1.165,0.738
14,1.111,0.796,1.157,0.747
15,1.108,0.799,1.158,0.744
16,1.106,0.8,1.153,0.749
17,1.105,0.802,1.153,0.751
18,1.103,0.804,1.156,0.746
19,1.101,0.805,1.153,0.747
20,1.099,0.808,1.157,0.745
