Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,1.388,0.512,1.264,0.639
2,1.244,0.663,1.239,0.677
3,1.225,0.683,1.229,0.678
4,1.217,0.688,1.242,0.66
5,1.212,0.692,1.223,0.684
6,1.209,0.696,1.226,0.681
7,1.207,0.697,1.218,0.686
8,1.205,0.699,1.222,0.68
9,1.204,0.7,1.214,0.688
10,1.201,0.702,1.221,0.685
11,1.2,0.703,1.219,0.685
12,1.199,0.703,1.214,0.687
13,1.199,0.703,1.22,0.679
14,1.198,0.705,1.209,0.693
15,1.196,0.707,1.211,0.695
16,1.194,0.709,1.216,0.685
17,1.194,0.711,1.21,0.695
18,1.194,0.71,1.209,0.693
19,1.192,0.71,1.213,0.691
20,1.192,0.711,1.216,0.687
